"NPS","Comentario","Insight","Categoria"
"9","Las alertas de seguridad me notifican de inmediato ante cualquier intento de acceso inusual. Puedo bloquear la tarjeta desde la app en segundos. El doble factor de autenticación funciona perfectamente. Gracias a este sistema detecté un intento de fraude y evité perder 200 euros.","Sistema de alertas y seguridad digital que permitió evitar fraude","Canales"
"8","Todos mis contratos, extractos y certificados están disponibles de forma digital en la app. Puedo descargar cualquier documento de los últimos siete años en PDF. Nunca necesito llamar para pedir documentación. Esto ahorra mucho tiempo y papel. La digitalización documental es sobresaliente.","Archivo documental digital completo y accesible desde la app","Canales"
"10","Todo el equipo de mi oficina es extraordinariamente profesional. Siempre con una sonrisa, resuelven cualquier incidencia al momento y me hacen sentir un cliente importante. Es el nivel de servicio que no he encontrado en ningún otro banco en doce años.","Excelencia generalizada en profesionalidad y calidez del equipo de la sucursal","Personal"
"3","Me aprobaron una línea de crédito de 20.000 euros pero con tantas condiciones que es casi imposible usarla: avales necesarios, revisión trimestral y posibilidad de cancelación unilateral por el banco. Más que un producto de financiación parece una trampa llena de restricciones.","Línea de crédito con condiciones restrictivas que dificultan su uso","Productos"
"4","El interés de la hipoteca variable que me ofrecieron es Euríbor más 1%. Comparado con el mercado actual es bastante caro. Cuando pedí mejora me dijeron que dependía de la vinculación con productos que no necesito. La mejora del precio condiciona a contratar más productos.","Diferencial hipotecario variable caro condicionado a vinculación de productos no deseados","Pricing"
"3","Los empleados de la oficina no están actualizados sobre los productos digitales del banco. Cuando pregunté por una funcionalidad de la app me dieron información que llevaba meses obsoleta. Si ellos no saben cómo funcionan sus propios productos, ¿cómo van a asesorar a los clientes?","Personal no actualizado sobre productos y funcionalidades digitales del propio banco","Personal"
"4","La tarjeta de crédito tiene una cuota anual de 150 euros y los beneficios no justifican ese coste. El cashback es del 0.5% y los seguros de viaje tienen tantas exclusiones que son prácticamente inútiles. Pago por una tarjeta que no me aporta valor real.","Cuota anual de tarjeta no compensada por los beneficios reales que ofrece","Pricing"
"6","El tipo de interés de la hipoteca es aceptable aunque no el más bajo del mercado. Lo compensan con menos comisiones de apertura y más flexibilidad en amortizaciones. En el coste total de la hipoteca a largo plazo acaba siendo una opción competitiva si se considera todo.","Tipo hipotecario compensado por menor coste en comisiones y mayor flexibilidad","Pricing"
"4","El interés de la hipoteca variable que me ofrecieron es Euríbor más 0.9%. Comparado con el mercado actual es bastante caro. Cuando pedí mejora me dijeron que dependía de la vinculación con productos que no necesito. La mejora del precio condiciona a contratar más productos.","Diferencial hipotecario variable caro condicionado a vinculación de productos no deseados","Pricing"
"10","El plan de pensiones supera todas mis expectativas. La rentabilidad anual ha sido superior al 10% en los últimos tres años. Puedo cambiar el perfil de riesgo sin penalización y las comisiones de gestión son de las más bajas del sector. El mejor producto de ahorro a largo plazo que conozco.","Alta rentabilidad y bajas comisiones en plan de pensiones","Productos"
"8","Por tener la nómina y los recibos domiciliados recibo una bonificación de 120 euros al año. La condición es fácil de cumplir y la bonificación llega puntualmente cada año. Una forma honesta y simple de premiar la vinculación del cliente.","Bonificación por vinculación sencilla que el banco aplica con puntualidad","Pricing"
"10","El pago por móvil funciona en todos los comercios con terminal contactless. La autenticación es instantánea con huella dactilar. Ya no necesito llevar la cartera para compras del día a día. La experiencia de pago es más rápida que con tarjeta física. Un avance real en comodidad.","Pago por móvil completamente funcional que elimina necesidad de cartera física","Canales"
"9","La app tiene reconocimiento facial y huella dactilar para acceder. El proceso es instantáneo y muy seguro. Además puedo personalizar el orden de los accesos directos según mis hábitos. La experiencia de usuario es la mejor que he tenido en cualquier app bancaria.","Excelente seguridad biométrica y personalización en la app","Canales"
"6","El pago con el móvil funciona en la mayoría de comercios pero he tenido algunos problemas en gasolineras y parking automáticos. El proceso de configuración inicial fue algo complejo. Una vez configurado es cómodo para el día a día aunque con margen de mejora en compatibilidad.","Pago por móvil funcional con problemas de compatibilidad en algunos terminales","Canales"
"4","La cuenta nómina que me ofrecieron tiene tantas condiciones de vinculación que es imposible cumplirlas todas: nómina mínima de 2.500 euros, cuatro recibos domiciliados, tarjeta de crédito activa y seguro contratado. Si no cumples todo te cobran comisión. Es una trampa para cobrar comisiones camuflada.","Condiciones de exención en cuenta nómina imposibles de cumplir para la mayoría","Productos"
"10","La app móvil es increíblemente rápida e intuitiva. En menos de cuarenta segundos puedo hacer cualquier gestión: transferencias, inversiones, consultar movimientos o hablar con mi gestor. El diseño es moderno y nunca se cuelga. Es la mejor aplicación bancaria que he usado.","Excelente experiencia de uso de la app móvil en velocidad y diseño","Canales"
"2","Al intentar hacer una transferencia urgente de 2.000 euros la plataforma online me la bloqueó sin explicación. Tardé tres días en desbloquearla. Tuve que ir a la oficina con documentación. La incidencia me generó problemas graves con el receptor del pago. Inaceptable.","Bloqueo injustificado de transferencia urgente con proceso de desbloqueo presencial","Canales"
"9","El plan de pensiones supera todas mis expectativas. La rentabilidad anual ha sido superior al 8% en los últimos tres años. Puedo cambiar el perfil de riesgo sin penalización y las comisiones de gestión son de las más bajas del sector. El mejor producto de ahorro a largo plazo que conozco.","Alta rentabilidad y bajas comisiones en plan de pensiones","Productos"
"2","Me acaban de cobrar 5 euros por recibir una transferencia desde el extranjero. Esta comisión no aparece en el resumen de tarifas principal sino en un anexo de cincuenta páginas. Esta opacidad en los precios parece diseñada para que el cliente no se entere hasta que ya es tarde.","Comisión por transferencia recibida oculta en documentación extensa y difícil de encontrar","Pricing"
"5","El seguro de hogar tiene un sinfín de exclusiones que no me explicaron al contratarlo. Cuando intenté reclamar por una inundación me denegaron la cobertura por un tecnicismo. Además el precio sube cada año un 12% sin mejora aparente en las condiciones. Completamente decepcionante.","Exclusiones ocultas en seguro de hogar y aumento de precio sin mejora","Productos"
"10","Tuve una situación económica muy difícil y mi asesora me ayudó a reestructurar mis deudas sin juzgarme. Me propuso un plan realista y me fue acompañando durante todo el proceso. Gracias a su gestión pude superar una situación que parecía imposible. Le estaré siempre agradecido.","Asesora empática que gestionó reestructuración de deuda con éxito en momento difícil","Personal"
"10","Tuve una situación económica muy difícil y mi asesora me ayudó a reestructurar mis deudas sin juzgarme. Me propuso un plan realista y me fue acompañando durante todo el proceso. Gracias a su gestión pude superar una situación que parecía imposible. Le estaré siempre agradecido.","Asesora empática que gestionó reestructuración de deuda con éxito en momento difícil","Personal"
"2","Las comisiones de gestión del fondo de inversión activo que contraté superan el 1.5% anual. Con esa carga el fondo debe batir al mercado solo para empatar. En la práctica raramente lo consigue. Estoy pagando mucho por un rendimiento que podría obtener gratis con un indexado.","Comisiones de fondo activo que anulan cualquier posibilidad de rendimiento superior","Pricing"
"1","La app me bloqueó la cuenta sin motivo aparente justo antes de un viaje importante. No pude operar durante dos días. El proceso de desbloqueo requirió ir a la oficina con documentación original. Nadie me explicó por qué se bloqueó. Un sistema de seguridad que penaliza al cliente legítimo.","Bloqueo injustificado de cuenta por la app en momento crítico sin explicación","Canales"
"10","El servicio de banca privada es excepcional. Mi asesor dedica tiempo real a conocer mis objetivos y personales. Las reuniones de seguimiento son frecuentes y productivas. Me siento completamente acompañado en cada decisión financiera importante. Justifica ampliamente lo que cuesta.","Excelente servicio de banca privada con asesoramiento personalizado profundo","Personal"
"1","Al intentar hacer una transferencia urgente de 1.500 euros la plataforma online me la bloqueó sin explicación. Tardé tres días en desbloquearla. Tuve que ir a la oficina con documentación. La incidencia me generó problemas graves con el receptor del pago. Inaceptable.","Bloqueo injustificado de transferencia urgente con proceso de desbloqueo presencial","Canales"
"9","Todas las comisiones del banco están perfectamente detalladas en un documento de tarifas fácil de encontrar en la web. Sin letra pequeña ni condiciones ocultas. Cuando pregunto me explican el coste exacto antes de hacer cualquier operación. Una transparencia en precios que se agradece.","Alta transparencia en comunicación de tarifas y precios antes de operar","Pricing"
"2","La página web del banco es lentísima. Para ver los movimientos del último mes tarda más de veinte segundos en cargar. Además falla constantemente en Chrome y Firefox. Cuando llamo para reportarlo me dicen que pruebe con otro navegador. Una solución inaceptable en pleno siglo XXI.","Web bancaria lenta y con errores en navegadores principales","Canales"
"9","La cuenta de ahorro remunerada da un 2.75% anual sobre el saldo. Los intereses se abonan mensualmente y puedo retirar el dinero en cualquier momento sin penalización. Sin vinculaciones obligatorias. Es la mejor opción de ahorro líquido que he encontrado en la banca tradicional.","Satisfacción con cuenta ahorro remunerada líquida sin condiciones","Productos"
"5","Las comisiones del banco están en la media del mercado. Ni muy baratas ni muy caras. Los precios están documentados en la web aunque hay que buscarlos un poco. No tengo quejas pero tampoco motivos para recomendarlos especialmente por precio frente a alternativas más económicas.","Estructura de precios media del mercado sin ventajas ni desventajas competitivas claras","Pricing"
"8","El tipo de interés de la hipoteca variable es Euríbor más 0.75%. Un diferencial muy competitivo. Además puedo hacer novación a tipo fijo sin coste en cualquier momento. Esta flexibilidad en el precio de la hipoteca me parece un valor diferencial importante.","Diferencial hipotecario competitivo con opción de novación a fijo sin coste","Pricing"
"8","El cashback del 5% en supermercados, gasolineras y restaurantes se aplica automáticamente sin activación manual. El mes pasado recuperé 40 euros solo con gastos habituales. Es un beneficio real y tangible que otros bancos no ofrecen con tanta sencillez.","Cashback automático aplicado correctamente en categorías de gasto cotidiano","Pricing"
"2","Las comisiones de este banco son las más altas del mercado. Cobran 20 euros al mes solo por mantener la cuenta abierta. Por cada transferencia cobran 1 euros. Por sacar en cajero de otro banco otros 3 euros. Es un banco diseñado para ganar dinero con las comisiones.","Estructura de comisiones entre las más elevadas del mercado sin beneficios compensadores","Pricing"
"9","Mi gestora conoce perfectamente mi situación financiera, mis objetivos y mis aversiones al riesgo. Nunca me ha propuesto un producto que no se ajuste a mi perfil. Sus recomendaciones han sido siempre acertadas. Es exactamente el tipo de asesoramiento que espero de un banco de confianza.","Asesora con conocimiento profundo del perfil y objetivos del cliente","Personal"
"8","Pedir cita previa online es muy sencillo: en menos de cinco minutos tienes confirmación y un recordatorio por SMS el día anterior. El día de la cita no tuve que esperar nada. La digitalización del proceso presencial está muy bien implementada.","Sistema de cita previa online ágil y efectivo sin esperas","Canales"
"6","El asesor de banca privada tiene buenos conocimientos de mercados y fiscalidad. Las reuniones son productivas aunque a veces me parece que intenta vender productos de la propia gestora del banco antes que opciones de terceros. En general el asesoramiento es de calidad.","Buen asesoramiento en banca privada con posible sesgo hacia productos propios","Personal"
"5","El seguro de hogar tiene un sinfín de exclusiones que no me explicaron al contratarlo. Cuando intenté reclamar por una inundación me denegaron la cobertura por un tecnicismo. Además el precio sube cada año un 15% sin mejora aparente en las condiciones. Completamente decepcionante.","Exclusiones ocultas en seguro de hogar y aumento de precio sin mejora","Productos"
"3","Los empleados de la oficina no están actualizados sobre los productos digitales del banco. Cuando pregunté por una funcionalidad de la app me dieron información que llevaba meses obsoleta. Si ellos no saben cómo funcionan sus propios productos, ¿cómo van a asesorar a los clientes?","Personal no actualizado sobre productos y funcionalidades digitales del propio banco","Personal"
"3","El seguro de hogar tiene un sinfín de exclusiones que no me explicaron al contratarlo. Cuando intenté reclamar por una inundación me denegaron la cobertura por un tecnicismo. Además el precio sube cada año un 8% sin mejora aparente en las condiciones. Completamente decepcionante.","Exclusiones ocultas en seguro de hogar y aumento de precio sin mejora","Productos"
"1","La cola en la oficina era de más de una hora el martes por la mañana con solo tres empleados para atender a más de veinticinco personas. El sistema de cita previa falla y no deja reservar. Es un servicio completamente colapsado que no funciona.","Colapso total en atención presencial de la sucursal sin cita previa funcional","Canales"
"10","Todo el equipo de mi oficina es extraordinariamente profesional. Siempre con una sonrisa, resuelven cualquier incidencia al momento y me hacen sentir un cliente importante. Es el nivel de servicio que no he encontrado en ningún otro banco en veinte años.","Excelencia generalizada en profesionalidad y calidez del equipo de la sucursal","Personal"
"10","La línea de crédito para mi empresa es muy flexible: solo pago intereses sobre el importe que uso, no sobre el total disponible. Puedo disponer y devolver cuando quiero. El tipo es competitivo para el mercado actual. Es el producto de financiación más útil que tengo contratado.","Satisfacción con flexibilidad y coste de línea de crédito empresarial","Productos"
"3","La cuenta de ahorro da un 0.1% de interés anual. Con la inflación actual es perder dinero en términos reales. Hay alternativas en el mercado que ofrecen 2.5% sin condiciones. Mantener aquí el ahorro es la peor decisión financiera posible.","Rentabilidad de cuenta ahorro por debajo de inflación y de alternativas del mercado","Pricing"
"8","Cuando llamé con una incidencia urgente me atendieron en menos de tres minutos. El agente fue directo y resolutivo. Solucionó el problema en la misma llamada sin derivarme a otro departamento. Una atención telefónica que raramente encuentro en otros bancos.","Atención telefónica rápida y resolutiva sin transferencias innecesarias","Canales"
"10","La app móvil es increíblemente rápida e intuitiva. En menos de cuarenta segundos puedo hacer cualquier gestión: transferencias, inversiones, consultar movimientos o hablar con mi gestor. El diseño es moderno y nunca se cuelga. Es la mejor aplicación bancaria que he usado.","Excelente experiencia de uso de la app móvil en velocidad y diseño","Canales"
"9","La tarjeta de débito funciona perfectamente en sesenta países sin comisión. Tengo notificaciones instantáneas de cada pago, puedo bloquearla desde la app en segundos y gestionar el límite diario yo mismo. Es la tarjeta más completa que he tenido en todos mis años como cliente bancario.","Tarjeta débito internacional completa con control total desde app","Productos"
"10","Bizum funciona perfectamente desde la app. En menos de veinte segundos puedo enviar o solicitar dinero a cualquier contacto. Las solicitudes de pago también funcionan muy bien. Lo uso a diario para dividir gastos y nunca ha fallado. Simplísimo y fiable.","Satisfacción total con Bizum integrado en app por velocidad y fiabilidad","Canales"
"3","Mi tarjeta de crédito tiene un límite de 800 euros que no me suben desde hace cuatro años aunque lo solicito cada seis meses. Con ese límite no puedo hacer reservas de hotel ni alquilar coches en el extranjero. Es un producto completamente inútil para mis necesidades actuales.","Límite de crédito insuficiente sin posibilidad de ampliación tras múltiples solicitudes","Productos"
"5","Las videollamadas con el banco están disponibles pero hay que reservarlas con tres días de antelación mínimo. La imagen es buena pero el audio falla a veces. Para gestiones urgentes no es una opción viable. Como complemento al canal presencial cumple pero podría ser más ágil.","Videoconferencia disponible pero con limitaciones de disponibilidad y audio","Canales"
"5","Las videollamadas con el banco están disponibles pero hay que reservarlas con cuatro días de antelación mínimo. La imagen es buena pero el audio falla a veces. Para gestiones urgentes no es una opción viable. Como complemento al canal presencial cumple pero podría ser más ágil.","Videoconferencia disponible pero con limitaciones de disponibilidad y audio","Canales"
"2","La página web del banco es lentísima. Para ver los movimientos del último mes tarda más de cincuenta segundos en cargar. Además falla constantemente en Chrome y Firefox. Cuando llamo para reportarlo me dicen que pruebe con otro navegador. Una solución inaceptable en pleno siglo XXI.","Web bancaria lenta y con errores en navegadores principales","Canales"
"8","El plan de pensiones permite aportaciones desde 40 euros al mes y puedo aumentarlas o reducirlas cuando quiero. La variedad de perfiles de inversión es amplia. Los informes periódicos son claros y detallados. Para la jubilación es la opción más completa que he encontrado.","Satisfacción con flexibilidad y transparencia en plan de pensiones","Productos"
"8","La tarjeta de crédito funciona perfectamente en el extranjero sin comisión por cambio de divisa. La puedo congelar y descongelar desde la app en segundos. El límite es adecuado a mis necesidades y puedo ampliarlo de forma temporal. Una tarjeta sin complicaciones ni sorpresas.","Tarjeta de crédito sin comisiones por divisa y gestión ágil desde app","Productos"
"8","La banca online permite gestionar absolutamente todo: contratar productos, ver histórico de cinco años, descargar certificados y configurar alertas. Los tiempos de carga son rápidos incluso en conexión lenta. Es la plataforma web bancaria más completa que he usado.","Banca online completa y rápida con acceso a histórico extenso","Canales"
"1","Me prometieron un tipo fijo del 3.1% y al firmar era el 3.2%. Nadie me avisó del cambio. Cuando reclamé me dijeron que había sido un error administrativo y que ya no podían modificarlo. Firmé bajo presión porque ya tenía fecha de notaría. Me siento completamente engañado.","Modificación de tipo hipotecario sin previo aviso al momento de la firma","Productos"
"3","La app se cierra sola cuatro o cuatro veces al día. He reportado el problema en tres ocasiones y solo me dicen que están trabajando en ello. Cada actualización empeora el rendimiento. Llevo cuatro meses con la misma situación sin ninguna solución.","Fallos recurrentes de estabilidad en la app sin resolución tras múltiples reportes","Canales"
"4","El plan de pensiones que me vendieron tiene unas comisiones de gestión del 1.5% anual. Con esa carga es casi imposible obtener rentabilidad real. Además solo tienen dos perfiles de inversión sin posibilidad de personalización. La oferta de planes del banco es claramente mejorable.","Comisiones altas y escasa variedad en plan de pensiones del banco","Productos"
"10","La posibilidad de hacer videollamadas con mi gestor desde casa es muy cómoda. La calidad de imagen y sonido es buena. Puedo firmar documentos digitalmente durante la llamada. Me ahorra desplazamientos para gestiones importantes. Es una funcionalidad que debería ser estándar en todos los bancos.","Satisfacción con videollamada con gestor para firma digital de documentos","Canales"
"3","Las alertas de seguridad están desactivadas por defecto y no es fácil encontrar cómo activarlas. Cuando tuve un cargo fraudulento me enteré días después al revisar el extracto. Un banco que apuesta por la seguridad debería tener estas alertas activadas por defecto.","Alertas de seguridad desactivadas por defecto con difícil configuración","Canales"
"3","La hipoteca variable me está destrozando con la subida del Euríbor. Cuando la contraté me explicaron muy poco los riesgos de la variabilidad. No me ofrecieron alternativa fija ni me informaron de la posibilidad de novación. Me siento desinformado en el momento más importante de mi vida financiera.","Falta de información sobre riesgo de hipoteca variable al momento de la contratación","Productos"
"1","La oficina solo abre de lunes a viernes de 8:30 a 13:30. Para alguien que trabaja en esas horas es imposible ir. No tienen horario de tarde ni sábados. La única alternativa es pedir cita con semanas de antelación. El banco no se ha adaptado a los horarios reales de la vida laboral.","Horario de sucursal incompatible con jornada laboral sin alternativa de tarde o sábado","Canales"
"2","El trato que recibí en la oficina fue condescendiente y poco profesional. El empleado me habló como si no entendiese nada de finanzas y respondió con impaciencia cuando pregunté. Me fui sintiéndome un cliente de segunda. Inaceptable en un banco que dice valorar a sus clientes.","Trato condescendiente e irrespetuoso por parte de empleado de sucursal","Personal"
"1","Me prometieron un tipo fijo del 3.1% y al firmar era el 3.3%. Nadie me avisó del cambio. Cuando reclamé me dijeron que había sido un error administrativo y que ya no podían modificarlo. Firmé bajo presión porque ya tenía fecha de notaría. Me siento completamente engañado.","Modificación de tipo hipotecario sin previo aviso al momento de la firma","Productos"
"7","El plan de pensiones permite aportaciones desde 50 euros al mes y puedo aumentarlas o reducirlas cuando quiero. La variedad de perfiles de inversión es amplia. Los informes periódicos son claros y detallados. Para la jubilación es la opción más completa que he encontrado.","Satisfacción con flexibilidad y transparencia en plan de pensiones","Productos"
"7","El precio del seguro de coche que contraté a través del banco es diez% más barato que la renovación que me daba mi aseguradora anterior. La cobertura es equivalente o mejor. Con la comodidad de tenerlo domiciliado en la misma cuenta. Una compra claramente ganadora en precio.","Seguro de coche más económico que alternativa previa con cobertura equivalente","Pricing"
"8","Pedí un préstamo personal de 10.000 euros para reformar la cocina y el proceso fue completamente digital. En veinte minutos tuve la aprobación y el dinero en cuenta al día siguiente. El tipo fue competitivo y sin letra pequeña. Muy satisfecho con la agilidad y transparencia.","Proceso digital ágil y transparente en préstamo personal para reforma","Productos"
"2","Me aprobaron una línea de crédito de 50.000 euros pero con tantas condiciones que es casi imposible usarla: avales necesarios, revisión trimestral y posibilidad de cancelación unilateral por el banco. Más que un producto de financiación parece una trampa llena de restricciones.","Línea de crédito con condiciones restrictivas que dificultan su uso","Productos"
"2","El proceso de solicitud de la hipoteca fue un desastre total. Me pidieron la misma documentación tres veces porque la perdían. Tardaron siete meses en darme respuesta. Cuando por fin aprobaron la hipoteca habían cambiado las condiciones iniciales. Perdí la reserva del piso por su ineficiencia.","Proceso hipotecario caótico con cambio de condiciones y documentación perdida","Productos"
"9","El proceso de firma de la hipoteca fue ágil y sin sorpresas. Me asignaron un gestor exclusivo que me acompañó en cada paso. Las condiciones acordadas al inicio fueron exactamente las que firmé. Después de seis años siendo cliente, es la mejor decisión financiera que he tomado con este banco.","Proceso hipotecario ágil y transparente sin cambios en condiciones","Productos"
"7","La tarjeta débito contactless funciona en todos los comercios y en el transporte público. Las notificaciones son instantáneas y me ayudan a controlar el gasto diario. El único punto de mejora sería poder generar números de tarjeta virtuales para compras online.","Satisfacción con tarjeta débito contactless con sugerencia de mejora","Productos"
"8","La gama de ETFs disponibles es amplia: mercados desarrollados, emergentes, sectoriales y temáticos. Las comisiones de compraventa son de 0.2% sin mínimo por operación. Puedo operar directamente desde la app. Para un inversor pasivo es la mejor plataforma que he encontrado en banca tradicional.","Buena oferta de ETFs con comisiones competitivas y acceso desde app","Productos"
"7","La cuenta sin comisiones tiene condiciones de vinculación alcanzables: nómina superior a 600 euros o dos recibos domiciliados. No te exigen ser un gran cliente para acceder a las ventajas. Es una propuesta justa que permite a cualquier cliente evitar las comisiones.","Condiciones de exención de comisiones alcanzables para el cliente medio","Pricing"
"7","Cuando el banco me llama para ofrecerme algo siempre es algo que realmente me puede interesar según mi perfil. Nunca me han ofrecido algo completamente fuera de lugar. Se nota que hay un trabajo de segmentación detrás. Es una comercialización inteligente que no molesta.","Comercialización segmentada y relevante que el cliente valora positivamente","Personal"
"8","Contraté un renting de coche a través del banco y el proceso fue muy sencillo. La cuota mensual incluye seguro, mantenimiento y cambio de neumáticos. Sin sorpresas ni costes adicionales. Para alguien que no quiere preocuparse por el coche es una solución cómoda y predecible.","Satisfacción con producto de renting de vehículo integrado con banco","Productos"
"1","Me notificaron por carta que subían las comisiones de mantenimiento un 50% con solo quince días de preaviso. Sin posibilidad de negociación. Un cambio unilateral de condiciones que vulnera la confianza del cliente y me obliga a buscar alternativas urgentemente.","Subida unilateral de comisiones con preaviso mínimo sin posibilidad de negociación","Pricing"
"2","Me acaban de cobrar 6 euros por recibir una transferencia desde el extranjero. Esta comisión no aparece en el resumen de tarifas principal sino en un anexo de treinta páginas. Esta opacidad en los precios parece diseñada para que el cliente no se entere hasta que ya es tarde.","Comisión por transferencia recibida oculta en documentación extensa y difícil de encontrar","Pricing"
"9","La cuenta de ahorro remunerada da un 2.5% anual sobre el saldo. Los intereses se abonan mensualmente y puedo retirar el dinero en cualquier momento sin penalización. Sin vinculaciones obligatorias. Es la mejor opción de ahorro líquido que he encontrado en la banca tradicional.","Satisfacción con cuenta ahorro remunerada líquida sin condiciones","Productos"
"4","El chatbot no entiende preguntas complejas. Responde siempre con respuestas genéricas que no se adaptan a mi situación. Cuando insisto me manda a un FAQ que tampoco resuelve mi duda. Al final tengo que llamar o ir a la oficina de todas formas. Un asistente inútil.","Chatbot incapaz de resolver consultas específicas y no genéricas","Canales"
"9","La banca online permite gestionar absolutamente todo: contratar productos, ver histórico de siete años, descargar certificados y configurar alertas. Los tiempos de carga son rápidos incluso en conexión lenta. Es la plataforma web bancaria más completa que he usado.","Banca online completa y rápida con acceso a histórico extenso","Canales"
"9","Bizum funciona perfectamente desde la app. En menos de quince segundos puedo enviar o solicitar dinero a cualquier contacto. Las solicitudes de pago también funcionan muy bien. Lo uso a diario para dividir gastos y nunca ha fallado. Simplísimo y fiable.","Satisfacción total con Bizum integrado en app por velocidad y fiabilidad","Canales"
"3","Es imposible contactar con mi gestor asignado. No coge el teléfono, no responde emails y cuando llamo a la oficina siempre está ocupado. Para cualquier gestión tengo que ir en persona porque el canal directo con mi gestor está completamente roto.","Inaccesibilidad total del gestor asignado por todos los canales disponibles","Personal"
"8","Pedí un préstamo personal de 10.000 euros para reformar la cocina y el proceso fue completamente digital. En quince minutos tuve la aprobación y el dinero en cuenta al día siguiente. El tipo fue competitivo y sin letra pequeña. Muy satisfecho con la agilidad y transparencia.","Proceso digital ágil y transparente en préstamo personal para reforma","Productos"
"8","El crédito al consumo lo aprobaron en cinco minutos de forma completamente online. Sin papeleo, sin ir a la oficina. El tipo fue razonable y las condiciones claras desde el principio. Para una compra importante es una alternativa cómoda y sin sorpresas.","Crédito al consumo aprobado digitalmente con rapidez y condiciones claras","Productos"
"2","El proceso de solicitud de la hipoteca fue un desastre total. Me pidieron la misma documentación cuatro veces porque la perdían. Tardaron siete meses en darme respuesta. Cuando por fin aprobaron la hipoteca habían cambiado las condiciones iniciales. Perdí la reserva del piso por su ineficiencia.","Proceso hipotecario caótico con cambio de condiciones y documentación perdida","Productos"
"2","Las comisiones de este banco son las más altas del mercado. Cobran 12 euros al mes solo por mantener la cuenta abierta. Por cada transferencia cobran 1 euros. Por sacar en cajero de otro banco otros 2 euros. Es un banco diseñado para ganar dinero con las comisiones.","Estructura de comisiones entre las más elevadas del mercado sin beneficios compensadores","Pricing"
"10","El plan de pensiones supera todas mis expectativas. La rentabilidad anual ha sido superior al 7% en los últimos tres años. Puedo cambiar el perfil de riesgo sin penalización y las comisiones de gestión son de las más bajas del sector. El mejor producto de ahorro a largo plazo que conozco.","Alta rentabilidad y bajas comisiones en plan de pensiones","Productos"
"2","La cuenta de ahorro da un 0.1% de interés anual. Con la inflación actual es perder dinero en términos reales. Hay alternativas en el mercado que ofrecen 4% sin condiciones. Mantener aquí el ahorro es la peor decisión financiera posible.","Rentabilidad de cuenta ahorro por debajo de inflación y de alternativas del mercado","Pricing"
"4","El chatbot no entiende preguntas complejas. Responde siempre con respuestas genéricas que no se adaptan a mi situación. Cuando insisto me manda a un FAQ que tampoco resuelve mi duda. Al final tengo que llamar o ir a la oficina de todas formas. Un asistente inútil.","Chatbot incapaz de resolver consultas específicas y no genéricas","Canales"
"7","La gama de ETFs disponibles es amplia: mercados desarrollados, emergentes, sectoriales y temáticos. Las comisiones de compraventa son de 0.1% sin mínimo por operación. Puedo operar directamente desde la app. Para un inversor pasivo es la mejor plataforma que he encontrado en banca tradicional.","Buena oferta de ETFs con comisiones competitivas y acceso desde app","Productos"
"3","Los empleados de la oficina no están actualizados sobre los productos digitales del banco. Cuando pregunté por una funcionalidad de la app me dieron información que llevaba meses obsoleta. Si ellos no saben cómo funcionan sus propios productos, ¿cómo van a asesorar a los clientes?","Personal no actualizado sobre productos y funcionalidades digitales del propio banco","Personal"
"10","La tarjeta premium tiene acceso a mil doscientas salas VIP en aeropuertos de todo el mundo, seguro de viaje completo y cashback del 2% en todas las compras. Con los beneficios que uso mensualmente la cuota se paga sola. Es el mejor producto financiero que he contratado.","Alta satisfacción con beneficios completos de tarjeta premium","Productos"
"8","La oficina está bien ubicada en el centro con aparcamiento cercano. Los jueves tienen horario de tarde hasta las 19:00, lo cual es muy útil si trabajas. La sala de espera es cómoda. Podría mejorar el tiempo medio de espera pero en general es accesible.","Buena accesibilidad y ubicación de sucursal con horario de tarde","Canales"
"9","Tuve una situación económica muy difícil y mi asesora me ayudó a reestructurar mis deudas sin juzgarme. Me propuso un plan realista y me fue acompañando durante todo el proceso. Gracias a su gestión pude superar una situación que parecía imposible. Le estaré siempre agradecido.","Asesora empática que gestionó reestructuración de deuda con éxito en momento difícil","Personal"
"8","El cashback del 3% en supermercados, gasolineras y restaurantes se aplica automáticamente sin activación manual. El mes pasado recuperé 80 euros solo con gastos habituales. Es un beneficio real y tangible que otros bancos no ofrecen con tanta sencillez.","Cashback automático aplicado correctamente en categorías de gasto cotidiano","Pricing"
"9","La banca online permite gestionar absolutamente todo: contratar productos, ver histórico de diez años, descargar certificados y configurar alertas. Los tiempos de carga son rápidos incluso en conexión lenta. Es la plataforma web bancaria más completa que he usado.","Banca online completa y rápida con acceso a histórico extenso","Canales"
"9","Cuando tengo dudas sobre productos o normativa fiscal los empleados del banco siempre me dan información correcta y actualizada. Me parece que el banco invierte en formación continua de su plantilla. Eso se nota y se agradece cuando uno necesita asesoramiento de verdad.","Personal bien formado que da información correcta y actualizada sobre productos y fiscalidad","Personal"
"8","Las notificaciones push de cada pago con tarjeta son instantáneas y muy claras. Me ayudan a detectar cualquier cargo inesperado de forma inmediata. Gracias a esto detecté un cargo fraudulento en menos de cinco minutos y pude bloquearlo desde la misma notificación.","Notificaciones instantáneas de pagos útiles para detección de fraude","Canales"
